program,programme,year,programLink,programLink FR,programLogoLink,programLogoLink FR,sponsor,sponsor FR,sponsorLink,sponsorLink FR,sponsorLogoLink,sponsorLogoLink FR,location,location FR,address,city,province,region,région,totalPlanted,environmentalBenefits,projectGoals,Objectifs,latitude,longitude,imageLink,species,essences,numberPlanted,notes,notes FR
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Various Plantings,Plusieurs sites de plantation,Baie-Comeau,Baie-Comeau,QC,Quebec,Québec,10000,58339 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,49.221311,-68.150407,/images/plantings/2013/2013_various_plantings.png,Jack Pine,Pin gris,10000,8 different zones in the city,8 différentes zones dans la ville
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Various Plantings,Plusieurs sites de plantation,Notre-Dame de la Nativité de Bécancour,Bécancour,QC,Quebec,Québec,10000,5834 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.350542,-72.435106,/images/plantings/2013/2013_various_plantings.png,White Spruce,Épinette Blanche,7500,L’île Dorval-Montesson - Notre-Dame de la Nativité de Bécancour,L’île Dorval-Montesson - Notre-Dame de la Nativité de Bécancour
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Various Plantings,Plusieurs sites de plantation,Notre-Dame de la Nativité de Bécancour,Bécancour,QC,Quebec,Québec,10000,5834 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.350542,-72.435106,/images/plantings/2013/2013_various_plantings.png,Red Maple,Érable Rouge,500,L’île Dorval-Montesson - Notre-Dame de la Nativité de Bécancour,L’île Dorval-Montesson - Notre-Dame de la Nativité de Bécancour
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Various Plantings,Plusieurs sites de plantation,Notre-Dame de la Nativité de Bécancour,Bécancour,QC,Quebec,Québec,10000,5834 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.350542,-72.435106,/images/plantings/2013/2013_various_plantings.png,Tamarack,Mélèze Laricin,1000,L’île Dorval-Montesson - Notre-Dame de la Nativité de Bécancour,L’île Dorval-Montesson - Notre-Dame de la Nativité de Bécancour
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Various Plantings,Plusieurs sites de plantation,Notre-Dame de la Nativité de Bécancour,Bécancour,QC,Quebec,Québec,10000,5834 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.350542,-72.435106,/images/plantings/2013/2013_various_plantings.png,Black Spruce,Épinette Noire,1000,L’île Dorval-Montesson - Notre-Dame de la Nativité de Bécancour,L’île Dorval-Montesson - Notre-Dame de la Nativité de Bécancour
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Northern Bush Honeysuckle,Dièreville Chèvrefeuille,305,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Red Pine,Pin Rouge,2000,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Pussy willow,Saule Marsault,772,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Sandbar Willow,Saule Coyote,736,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Red Osier Dogwood,Cornouiller Soyeux,1032,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Heart-Leaved Willow,Saule Rigide,1418,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,American Elderberry,Sureau du Canada,159,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,False Spiraea,Fause Spirée à Feuille de Sorbier,529,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Sweet Gale,Myrique Baumier,1638,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Meadowsweet,Spirée à larges feuilles,895,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Highbush Cranberry,Viorne Trilobée,100,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Municipalité de Deschambault-Grondines,Municipalité de Deschambault-Grondines,505 Principale,Grondines,QC,Quebec,Québec,10000,3202 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Land Restoration/Reclamation,Restauration et réclamation de terrain,46.592549,-72.046379,/images/plantings/2013/2013_various_plantings.png,Nine Bark,Physocarpe,416,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere,Culture et Patrimoine Deschambault-Grondines - La graviere La bande riveraine  - la riviere Chevrotiere
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Parc du Mont-Royal,Parc du Mont-Royal,1260 Chemin Remembrance,Montreal,QC,Quebec,Québec,125,73 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,45.501632,-73.593251,/images/plantings/2013/2013_alcoa_montreal.png,Paper Birch,Bouleau à papier,15,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Parc du Mont-Royal,Parc du Mont-Royal,1260 Chemin Remembrance,Montreal,QC,Quebec,Québec,125,73 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,45.501632,-73.593251,/images/plantings/2013/2013_alcoa_montreal.png,Sugar Maple,Érable à sucre,30,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Parc du Mont-Royal,Parc du Mont-Royal,1260 Chemin Remembrance,Montreal,QC,Quebec,Québec,125,73 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,45.501632,-73.593251,/images/plantings/2013/2013_alcoa_montreal.png,Striped Maple,Érable de Pennsylvanie,15,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Parc du Mont-Royal,Parc du Mont-Royal,1260 Chemin Remembrance,Montreal,QC,Quebec,Québec,125,73 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,45.501632,-73.593251,/images/plantings/2013/2013_alcoa_montreal.png,Red Maple,Érable rouge,25,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Parc du Mont-Royal,Parc du Mont-Royal,1260 Chemin Remembrance,Montreal,QC,Quebec,Québec,125,73 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,45.501632,-73.593251,/images/plantings/2013/2013_alcoa_montreal.png,White Pine,Pin blanc,6,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Parc du Mont-Royal,Parc du Mont-Royal,1260 Chemin Remembrance,Montreal,QC,Quebec,Québec,125,73 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,45.501632,-73.593251,/images/plantings/2013/2013_alcoa_montreal.png,American Mountain Ash,Sorbier d'Amérique,16,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Alcoa,Alcoa,http://www.alcoa.com/,http://www.alcoa.com/canada/fr/info_page/home.asp,/images/logos/alcoa_logo.png,/images/logos/alcoa_logo.png,Parc du Mont-Royal,Parc du Mont-Royal,1260 Chemin Remembrance,Montreal,QC,Quebec,Québec,125,73 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,45.501632,-73.593251,/images/plantings/2013/2013_alcoa_montreal.png,Basswood,Tilleul d'Amérique,18,,
National Greening Program,Programme national de verdissement,2013,https://treecanada.ca/en/programs/national-greening-program/,https://treecanada.ca/fr/programmes/programme-national-de-verdissement/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,Arbor Day Foundation;;Various Sponsors,La Fondation Arbor Day;;Plusieurs commanditaires,http://www.arborday.org/,http://www.arborday.org/,/images/logos/arbor_day_logo.png,/images/logos/arbor_day_logo.png,Arbor Day National Greening,Journée nationale du verdissement,Various Sites,Springfield,MB,Prairie,Prairie,91045,53114 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement;; Land Restoration/Reclamation,Création et amélioration d'habitat;; Restauration et réclamation de terrain,49.905056,-96.743295,/images/plantings/2013/2013_various_plantings.png,White Spruce,Épinette Blanche,91045,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Parc Marcel-Laurin,Parc Marcel-Laurin,Saint-Laurent,Montreal,QC,Quebec,Québec,75,44 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,45.507317,-73.705936,/images/plantings/2013/2013_chep_montreal.png,Silver Maple,Érable Argenté,20,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Parc Marcel-Laurin,Parc Marcel-Laurin,Saint-Laurent,Montreal,QC,Quebec,Québec,75,44 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,45.507317,-73.705936,/images/plantings/2013/2013_chep_montreal.png,Red Maple,Érable Rouge,20,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Parc Marcel-Laurin,Parc Marcel-Laurin,Saint-Laurent,Montreal,QC,Quebec,Québec,75,44 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,45.507317,-73.705936,/images/plantings/2013/2013_chep_montreal.png,Sugar Maple,Érable à Sucre,15,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Parc Marcel-Laurin,Parc Marcel-Laurin,Saint-Laurent,Montreal,QC,Quebec,Québec,75,44 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,45.507317,-73.705936,/images/plantings/2013/2013_chep_montreal.png,Bur Oak,Chêne à Gros fruits,10,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Parc Marcel-Laurin,Parc Marcel-Laurin,Saint-Laurent,Montreal,QC,Quebec,Québec,75,44 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,45.507317,-73.705936,/images/plantings/2013/2013_chep_montreal.png,Butternut,Noyer Cendré,10,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Spinnaker Circle,Cercle Spinnaker,6745 Mavis Road,Mississauga,ON,Ontario,Ontario,225,74 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,43.626229,-79.713537,/images/plantings/2013/2013_chep_mississauga.png,Black Chokecherry,Cerisier de Virginie,30,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Spinnaker Circle,Cercle Spinnaker,6745 Mavis Road,Mississauga,ON,Ontario,Ontario,225,74 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,43.626229,-79.713537,/images/plantings/2013/2013_chep_mississauga.png,Gray Dogwood,Cornouiller à Grappes,10,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Spinnaker Circle,Cercle Spinnaker,6745 Mavis Road,Mississauga,ON,Ontario,Ontario,225,74 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,43.626229,-79.713537,/images/plantings/2013/2013_chep_mississauga.png,Red-Osier Dogwood,Cornouiller Soyeux,20,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Spinnaker Circle,Cercle Spinnaker,6745 Mavis Road,Mississauga,ON,Ontario,Ontario,225,74 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,43.626229,-79.713537,/images/plantings/2013/2013_chep_mississauga.png,Nannyberry,Viorne Flexible,10,,
Partners In Planting,Partenaires dans la plantaion,2013,https://treecanada.ca/en/programs/partners-planting/,https://treecanada.ca/fr/programmes/partenaires-dans-la-plantation/,/images/logos/tree_canada_logo.png,/images/logos/logo_arbres_canada.png,CHEP,CHEP,http://www.chep.com,http://www.chep.com/ca/,/images/logos/chep_logo.png,/images/logos/chep_logo.png,Spinnaker Circle,Cercle Spinnaker,6745 Mavis Road,Mississauga,ON,Ontario,Ontario,225,74 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification,Embellissement de parc,43.626229,-79.713537,/images/plantings/2013/2013_chep_mississauga.png,fragrant Sumac,Sumac Aromatique,30,,
