program,programme,year,programLink,programLink FR,programLogoLink,programLogoLink FR,sponsor,sponsor FR,sponsorLink,sponsorLink FR,sponsorLogoLink,sponsorLogoLink FR,location,location FR,address,city,province,region,région,totalPlanted,environmentalBenefits,projectGoals,Objectifs,latitude,longitude,imageLink,species,essences,numberPlanted,notes,notes FR
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Mulberry,Mûrier,2,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Apple Tree Kerr,Pommier Kerr,3,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Apple Tree Melba,Pommier Melba,3,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Blueberry Patriot,Bleuet Patriot,9,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Blueberry Polaris,Bleuet Polaris,9,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Plum Tree,Prunier,2,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Pear Tree,Poirier,3,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Raspberry Madawasca,framboisier Madawasca,8,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Raspberry Festival,framboisier Festival,8,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Raspberry Pathfonder,framboisier Pathfonder,7,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Raspberry Heritage,framboisier Heritage,2,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Highbush Blueberry Northland,Bleuet Northland,5,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Highbush Blueberry Polaris,Bleuet Polaris,3,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Highbush Blueberry Pink,Bleuet Pink,2,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Ecole françois-Thibault,École François-Thibault,111 Grand Pré Avenue,Bonaventure,QC,Quebec,Québec,131,37 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Establishment of Orchard;; Park Beautification;; Habitat Creation and Enhancement,Établissement d'un verger;; Embellissement de parc;; Création et amélioration d'habitat ,48.046135,-65.491306,/images/plantings/2013/2013_various_plantings.png,Black Currant,Groseiller noir,4,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis,Jardin de New Carlisle - Jardin de Saint-Alphonse - francois-Thibault School - Cap Beau-Soleil School - Jardin de New Richmond - Jardins Source Alimentaire - Jardins Carleton-sur-Mer - Jardins Maria - Jardin St-Alexis
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Musée Des Pionniers,Musée Des Pionniers,20 Bourgis Street,Saint-André-Avellin,QC,Quebec,Québec,63,18 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification;; Street Beautification;; Establishment of Orchard,Embellissement de parc;; Embellissement de rue;; Établissement d'un verger,45.723589,-75.056451,/images/plantings/2013/2013_various_plantings.png,Serviceberry,Amélanchier,1,Elementary School and High School - CLSC and CHSLD - Museum des Pionniers - entrance of the town,École primaire et secondaire - CLSC et CHSLD - Musée des Pionniers - entrée de la ville
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Musée Des Pionniers,Musée Des Pionniers,21 Bourgis Street,Saint-André-Avellin,QC,Quebec,Québec,63,18 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification;; Street Beautification;; Establishment of Orchard,Embellissement de parc;; Embellissement de rue;; Établissement d'un verger,45.723589,-75.056451,/images/plantings/2013/2013_various_plantings.png,American Hazelnut,Noisetier d'Amérique,17,Elementary School and High School - CLSC and CHSLD - Museum des Pionniers - entrance of the town,École primaire et secondaire - CLSC et CHSLD - Musée des Pionniers - entrée de la ville
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Musée Des Pionniers,Musée Des Pionniers,22 Bourgis Street,Saint-André-Avellin,QC,Quebec,Québec,63,18 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification;; Street Beautification;; Establishment of Orchard,Embellissement de parc;; Embellissement de rue;; Établissement d'un verger,45.723589,-75.056451,/images/plantings/2013/2013_various_plantings.png,Seabuckthorn,Argousier,1,Elementary School and High School - CLSC and CHSLD - Museum des Pionniers - entrance of the town,École primaire et secondaire - CLSC et CHSLD - Musée des Pionniers - entrée de la ville
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Musée Des Pionniers,Musée Des Pionniers,23 Bourgis Street,Saint-André-Avellin,QC,Quebec,Québec,63,18 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification;; Street Beautification;; Establishment of Orchard,Embellissement de parc;; Embellissement de rue;; Établissement d'un verger,45.723589,-75.056451,/images/plantings/2013/2013_various_plantings.png,Plum Tree Mount-Royal,Prunier Mount-Royal,3,Elementary School and High School - CLSC and CHSLD - Museum des Pionniers - entrance of the town,École primaire et secondaire - CLSC et CHSLD - Musée des Pionniers - entrée de la ville
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Musée Des Pionniers,Musée Des Pionniers,24 Bourgis Street,Saint-André-Avellin,QC,Quebec,Québec,63,18 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification;; Street Beautification;; Establishment of Orchard,Embellissement de parc;; Embellissement de rue;; Établissement d'un verger,45.723589,-75.056451,/images/plantings/2013/2013_various_plantings.png,Plum Tree Mirabella,Prunier Mirabella,3,Elementary School and High School - CLSC and CHSLD - Museum des Pionniers - entrance of the town,École primaire et secondaire - CLSC et CHSLD - Musée des Pionniers - entrée de la ville
Edible Trees,Arbres comestibles,2013,https://treecanada.ca/en/programs/edible-trees/,https://treecanada.ca/fr/programmes/arbres-comestibles/,/images/logos/edible_trees_logo.png,/images/logos/edible_trees_logo_fr.png,Loblaw;;Taste of Nature,Loblaw;;Taste of Nature,http://www.loblaws.ca/;;http://www.tasteofnature.ca/,http://www.loblaws.ca/fr_CA.html;;http://fr.tasteofnature.ca/,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,/images/logos/loblaw_logo.png;;/images/logos/tasteofnature_logo.png,Musée Des Pionniers,Musée Des Pionniers,25 Bourgis Street,Saint-André-Avellin,QC,Quebec,Québec,63,18 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Park Beautification;; Street Beautification;; Establishment of Orchard,Embellissement de parc;; Embellissement de rue;; Établissement d'un verger,45.723589,-75.056451,/images/plantings/2013/2013_various_plantings.png,Apple Tree Vista Bella,Pommier Vista Bella,2,Elementary School and High School - CLSC and CHSLD - Museum des Pionniers - entrance of the town,École primaire et secondaire - CLSC et CHSLD - Musée des Pionniers - entrée de la ville
